Data Source,Indicator,Indicator Measure,Gender,Geography,Denominator,Numerator,Prevalence,Lower 95% CI (Prevalence),Upper 95% CI (Prevalence),Confidence interval type,Release Flag (Prevalence),Comparison with Canada
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,females,Northwest Territories (Yellowknife),191,27,17.3,10.9,23.8,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,females,Nunavut (Iqaluit),124,22,24.6,12.5,36.8,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Canada,5157,492,9.9,8.6,11.2,Wald,C,
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,British Columbia,491,60,14.2,10.3,18.2,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Alberta,487,50,11.1,7.4,14.8,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Saskatchewan,359,30,9.8,5.6,14.0,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Manitoba,414,51,13.1,9.2,16.9,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Ontario,852,78,9.2,6.9,11.6,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Quebec,726,44,6.4,4.3,8.4,Wald,C,significantly lower
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,New Brunswick,358,50,17.6,12.7,22.5,Wald,C,significantly higher
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Nova Scotia,361,38,15.1,9.4,20.9,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Prince Edward Island,314,27,10.4,5.9,14.9,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Newfoundland And Labrador,365,28,8.9,5.2,12.5,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Yukon (Whitehorse),159,11,8.2,3.3,13.2,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Northwest Territories (Yellowknife),165,16,12.7,5.3,20.1,Wald,C,not significantly different
2020 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,males,Nunavut (Iqaluit),106,9,9.4,2.1,16.7,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Canada,6482,926,15.3,13.9,16.6,Wald,C,
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,British Columbia,563,87,18.0,14.2,21.8,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Alberta,548,91,18.6,14.8,22.4,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Saskatchewan,463,80,16.4,12.5,20.2,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Manitoba,497,77,18.3,13.9,22.6,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Ontario,987,163,17.1,14.5,19.7,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Quebec,908,76,8.5,6.4,10.7,Wald,C,significantly lower
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,New Brunswick,458,69,17.0,12.7,21.2,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Nova Scotia,486,58,12.8,9.3,16.2,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Prince Edward Island,359,57,16.1,11.4,20.7,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Newfoundland And Labrador,373,46,12.4,8.3,16.6,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Yukon (Whitehorse),350,52,19.7,14.4,24.9,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Northwest Territories (Yellowknife),341,44,13.2,8.8,17.7,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,all adults,Nunavut (Iqaluit),149,26,17.6,10.4,24.7,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,females,Canada,3694,614,18.3,16.4,20.3,Wald,C,
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,females,British Columbia,316,61,22.3,17.1,27.6,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,females,Alberta,308,54,18.4,13.6,23.1,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,females,Saskatchewan,276,54,19.5,13.9,25.0,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,females,Manitoba,277,42,17.7,11.9,23.6,Wald,C,not significantly different
2021 SCMH,Moderate to severe symptoms of generalized anxiety disorder,Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of generalized anxiety disorder,females,Ontario,542,111,22.0,18.0,26.1,Wald,C,not significantly different
